0, 0, 0, 0, 0, 0, 0, 478.2016, 427.6608, 207.2405
0.01999999, 0.0005465157, 0.0004887548, 0.0001858539, 0.02727095, 0.02442897, 0.009293292, 478.2016, 427.6608, 207.2405
0.03999998, 0.001637359, 0.001426215, 0.0005376972, 0.05423729, 0.04681997, 0.01759763, 478.2016, 427.6608, 207.2405
0.05999998, 0.003269819, 0.002800348, 0.001051383, 0.08077077, 0.06854987, 0.02570249, 478.2016, 427.6608, 207.2405
0.07999997, 0.005440433, 0.004599367, 0.001722371, 0.1067818, 0.08961262, 0.03358987, 478.2016, 427.6608, 207.2405
0.09999996, 0.008145035, 0.006811987, 0.002546055, 0.1322394, 0.1100215, 0.04125544, 478.2016, 427.6608, 207.2405
0.12, 0.0113789, 0.009427601, 0.003517854, 0.1571745, 0.1298057, 0.04869715, 478.2016, 427.6608, 207.2405
0.14, 0.01513699, 0.01243636, 0.00463284, 0.1816787, 0.1490041, 0.05589259, 478.2016, 427.6608, 207.2405
0.1599999, 0.01941423, 0.01582961, 0.005886448, 0.205894, 0.1676808, 0.06285359, 478.2016, 427.6608, 207.2405
0.1799999, 0.02420582, 0.01959996, 0.00727487, 0.2299989, 0.1859069, 0.06961229, 478.2016, 427.6608, 207.2405
0.1999999, 0.02950756, 0.02374128, 0.008794679, 0.2541903, 0.2037483, 0.0761838, 478.2016, 427.6608, 207.2405
0.2199999, 0.03531642, 0.02824863, 0.01044228, 0.2786726, 0.2212631, 0.08257063, 478.2016, 427.6608, 207.2405
0.2399999, 0.0416304, 0.0331186, 0.01221443, 0.3036129, 0.2385347, 0.08875252, 478.2016, 427.6608, 207.2405
0.2599999, 0.0484475, 0.03834829, 0.01410838, 0.3291113, 0.2555836, 0.09478191, 478.2016, 427.6608, 207.2405
0.2799999, 0.05576652, 0.04393575, 0.01612131, 0.3552573, 0.2724423, 0.1006608, 478.2016, 427.6608, 207.2405
0.2999999, 0.06358716, 0.04987981, 0.01825116, 0.3820985, 0.2891316, 0.1064376, 478.2016, 427.6608, 207.2405
0.3199999, 0.07190966, 0.05617981, 0.02049677, 0.4096161, 0.305655, 0.1121643, 478.2016, 427.6608, 207.2405
0.3399999, 0.08073435, 0.06283522, 0.02285657, 0.4377334, 0.3219969, 0.1178267, 478.2016, 427.6608, 207.2405
0.3599999, 0.09006134, 0.06984562, 0.02532896, 0.4663257, 0.3381436, 0.1234283, 478.2016, 427.6608, 207.2405
0.3799999, 0.09989002, 0.07721038, 0.02791225, 0.495227, 0.3540684, 0.1289637, 478.2016, 427.6608, 207.2405
0.3999999, 0.1102189, 0.08492855, 0.03060454, 0.5242551, 0.3697423, 0.1344192, 478.2016, 427.6608, 207.2405
0.4199998, 0.1210455, 0.09299878, 0.03340309, 0.5532155, 0.3851392, 0.1397509, 478.2016, 427.6608, 207.2405
0.4399998, 0.1323655, 0.1014189, 0.03630432, 0.5819097, 0.4002141, 0.1449166, 478.2016, 427.6608, 207.2405
0.4599998, 0.144173, 0.1101849, 0.03930444, 0.6101472, 0.4148777, 0.1499071, 478.2016, 427.6608, 207.2405
0.4799998, 0.1564604, 0.1192906, 0.04239984, 0.6377585, 0.4290238, 0.1547271, 478.2016, 427.6608, 207.2405
0.4999998, 0.1692184, 0.1287276, 0.04558658, 0.6646019, 0.4425583, 0.1593543, 478.2016, 427.6608, 207.2405
0.5199998, 0.182436, 0.1384856, 0.04886033, 0.6905727, 0.4553917, 0.1637643, 478.2016, 427.6608, 207.2405
0.5399998, 0.1961007, 0.1485525, 0.05221626, 0.7156063, 0.4674467, 0.1679253, 478.2016, 427.6608, 207.2405
0.5599998, 0.2101986, 0.1589148, 0.05564898, 0.7396726, 0.4786601, 0.1718049, 478.2016, 427.6608, 207.2405
0.5799998, 0.2247152, 0.1695577, 0.05915261, 0.7627839, 0.4889812, 0.1753776, 478.2016, 427.6608, 207.2405
0.5999998, 0.2396352, 0.1804655, 0.06272138, 0.7849936, 0.4983719, 0.178645, 478.2016, 427.6608, 207.2405
0.6199998, 0.2549436, 0.1916223, 0.06635013, 0.8063782, 0.5068051, 0.1816418, 478.2016, 427.6608, 207.2405
0.6399997, 0.2706233, 0.2030111, 0.07003178, 0.8269022, 0.5142426, 0.1842649, 478.2016, 427.6608, 207.2405
0.6599998, 0.2866589, 0.2146157, 0.07375715, 0.8467196, 0.52071, 0.1864305, 478.2016, 427.6608, 207.2405
